Node,Community,Proximity to SOD1,Relative subgraph centrality,Subgraph centrality,Participation coefficient
4932.YJL062W,18,4,1.2771595749288406e-10,1.0001237702711765,0.6111111111111112
4932.YCR017C,8,4,1.2617169440308496e-10,1.0000987830451145,0.31999999999999995
4932.YGL212W,18,3,2.3940995919812186e-07,1.0005837900243972,0.0
4932.YDL049C,8,4,6.437535162058527e-11,1.0000227424679733,0.0
4932.YGL214W,20,6,3.777794049808492e-15,1.0000699606604337,0.375
4932.YGL023C,15,3,5.695987297050977e-08,1.000246947800016,0.0
4932.YGL255W,1,2,4.343369924917988e-05,1.0003597630581,0.12444444444444447
4932.YBL037W,18,3,2.966429954191958e-07,1.000993722416623,0.14464168310322156
4932.YDR171W,7,2,7.043508666613595e-05,1.0013790283326172,0.5228382648664177
4932.YJL053W,18,3,1.1257368699810893e-07,1.0006286605174772,0.0
4932.YDR069C,18,3,4.6193851413836064e-08,1.0006439927543298,0.5204081632653061
4932.YBR131W,18,3,8.088984565217286e-08,1.000161484068509,0.0
4932.YPL070W,18,4,2.609199069124454e-09,1.0002233402237377,0.5619834710743802
4932.YKL010C,8,3,3.510237895895988e-07,1.0007707065508344,0.6055363321799307
4932.YIL076W,18,3,2.995876729770591e-07,1.000196301721192,0.5185185185185186
4932.YNR006W,18,3,1.6292482496184065e-07,1.001097699197629,0.31407407407407406
4932.YBR097W,15,3,5.655629240622416e-08,1.0007524020186405,0.5454545454545454
4932.YJL172W,18,2,1.7400675706042757e-05,1.0002091392127008,0.7272727272727273
4932.YDL240W,15,3,1.5516152738478473e-07,1.000595972577758,0.7117346938775511
4932.YHR090C,3,3,1.0778546316017514e-07,1.0007224897509808,0.19024970273483943
4932.YDL077C,18,3,2.1885860198846098e-07,1.0008651628468335,0.47530864197530864
4932.YNL032W,20,4,2.545276181660505e-10,1.0001170085751836,0.31999999999999995
4932.YHL002W,18,4,5.181028319041492e-09,1.0006644779695069,0.3840877914951989
4932.YOL018C,18,3,9.486313758208119e-08,1.0006671989421143,0.13520408163265307
4932.YDL095W,8,4,4.089311954379518e-10,1.0002622184737073,0.0
4932.YLR372W,15,2,1.947558721925556e-05,1.0003252416887318,0.484375
4932.YJL204C,18,3,5.5609562370467335e-08,1.0002523999419486,0.1527777777777778
4932.YNL293W,18,4,2.3412772327422934e-09,1.0004266054883983,0.09972299168975074
4932.YEL048C,18,5,2.8550154861778365e-12,1.00008496521689,0.0
4932.YJR032W,12,2,1.7985996141891235e-05,1.0003481940686545,0.421875
4932.YNL086W,18,4,1.4118797450612952e-10,1.0001799805900735,0.0
4932.YNL154C,15,3,4.797563443801993e-08,1.000226880336902,0.5454545454545454
4932.YCR009C,18,3,2.863199458362671e-07,1.0007517961030468,0.22476586888657646
4932.YDR358W,18,3,9.975916027726611e-07,1.000569105141353,0.7270233196159122
4932.YOL138C,15,3,5.29664231662709e-08,1.0002660909455967,0.18000000000000005
4932.YEL043W,18,6,4.8030156241107846e-17,1.000043491820092,0.0
4932.YMR171C,19,3,4.2137693903382054e-08,1.0000363855344703,0.5
4932.YMR055C,10,4,4.044245532756376e-09,1.000519702617816,0.43083900226757366
4932.YMR126C,11,5,5.073216152728932e-13,1.0000956923511979,0.0
4932.YDL115C,3,5,5.825023623173831e-12,1.000058881251022,0.0
4932.YOR070C,18,3,7.661012905627691e-08,1.0005157321087152,0.15039999999999998
4932.YHR012W,18,3,1.0831656244744518e-07,1.000511996721518,0.0
4932.YPL055C,3,3,5.322756441904436e-08,1.0002195746767162,0.1652892561983471
4932.YDR495C,18,3,1.2124209526863112e-07,1.000464661299513,0.3601108033240997
4932.YJL115W,3,3,7.902124372248726e-07,1.0015012266157657,0.5025530771298038
4932.YER031C,18,3,5.934117332180621e-08,1.0004824444159295,0.0
4932.YGL167C,15,1,0.006275316528185413,1.0003994510193932,0.4986149584487535
4932.YNL204C,18,3,1.2220847124717882e-07,1.0001822569754248,0.21875
4932.YNL051W,18,3,4.307219413123356e-08,1.0002007148164682,0.19753086419753085
4932.YBL017C,18,3,1.8020556161494564e-07,1.0005067672258114,0.3742911153119093
4932.YER123W,18,3,1.921113380099252e-07,1.0001472108256015,0.24489795918367352
4932.YNR051C,8,3,2.4260068969754293e-07,1.0001623767327106,0.75
4932.YKL179C,18,3,3.387843749546454e-08,1.0001304179482202,0.2777777777777778
4932.YKL124W,19,3,8.330185606521441e-08,1.0000608657755337,0.6666666666666667
4932.YOR043W,15,3,3.470667277987848e-07,1.000166941478576,0.5625
4932.YBR095C,3,4,4.54028644750735e-09,1.00062556214664,0.0
4932.YCR042C,3,4,5.019080806349663e-10,1.00013362290603,0.44897959183673475
4932.YDR388W,18,3,4.0445428413480347e-07,1.0009729057442978,0.25736961451247165
4932.YDR360W,20,7,-4.0744317642005257e-16,1.000017262176148,0.0
4932.YDR080W,18,2,4.12806947260873e-05,1.0005597789212521,0.2986767485822306
4932.YDR425W,18,3,4.642726133249409e-08,1.0002177128987395,0.0
4932.YMR022W,8,3,4.747250461025523e-08,1.0004332319589437,0.38062283737024216
4932.YML071C,18,3,4.3927573237538195e-08,1.0004454507154283,0.0
4932.YIL084C,3,4,5.62160732320207e-09,1.0006877744413427,0.0
4932.YDR484W,18,4,1.4653165942587034e-09,1.000355527961062,0.0
4932.YPR029C,18,3,9.062658389431518e-08,1.000748551752011,0.12444444444444447
4932.YGR167W,18,3,3.599051349423266e-07,1.0009285659273799,0.0986193293885601
4932.YKL209C,15,3,2.1797042399243995e-07,1.0004412475852735,0.345
4932.YDR357C,18,5,3.4257418950189855e-12,1.0001604076355597,0.0
4932.YLR337C,18,4,3.878529069255548e-09,1.0004741447190553,0.09499999999999997
4932.YBL103C,15,3,9.239168022392736e-07,1.0003452205675127,0.46366782006920415
4932.YHL036W,12,5,2.2214302012463216e-11,1.0001015484469722,0.0
4932.YMR077C,18,3,3.9744902874915e-08,1.0006356955779683,0.0
4932.YAL017W,15,4,7.518662242279872e-10,1.0000341523674623,0.5
4932.YDR200C,15,4,2.2358538948226425e-09,1.0003242411168007,0.33777777777777773
4932.YOR080W,10,4,1.8408053421414133e-09,1.0001093656234583,0.0
4932.YOR141C,3,3,5.531037515501907e-08,1.0004078939295333,0.11072664359861595
4932.YKR014C,18,3,1.0151899715890676e-07,1.0004143866582178,0.0
4932.YJL004C,18,3,4.390247737372883e-08,1.000263041723771,0.272189349112426
4932.YGR135W,8,3,2.1410476235076683e-07,1.0004888499488265,0.42659279778393355
4932.YLR417W,18,3,4.0145839612718004e-08,1.0007097048090035,0.13991769547325106
4932.YFL027C,18,4,5.085323766631285e-10,1.0001922261262306,0.0
4932.YIL128W,10,3,2.8954938507242496e-07,1.0003592937737356,0.6728395061728395
4932.YNL288W,12,3,5.6651276542150734e-08,1.0003363415012612,0.42603550295857984
4932.YHR077C,12,3,1.1133490754647833e-07,1.0003790476109944,0.5882352941176471
4932.YMR192W,18,4,1.570855250238902e-09,1.000198249324013,0.0
4932.YDL226C,18,3,1.0162846989544665e-07,1.0003460348757844,0.24
4932.YKL034W,8,2,1.9357127584343004e-05,1.0002593198536704,0.5277777777777778
4932.YOR359W,12,3,2.80297659610492e-07,1.0001011684001966,0.56
4932.YNL084C,18,3,2.7537871602271427e-07,1.0008783069624125,0.24397370343316294
4932.YLR389C,2,2,2.7974819805202463e-05,1.000400719350323,0.643598615916955
4932.YOR219C,18,3,4.418683045989084e-08,1.0001143654092233,0.48
4932.YKR001C,18,2,2.7052218349946262e-05,1.000856703179162,0.4016620498614959
4932.YKL061W,18,4,1.350869496558743e-10,1.0001831106134407,0.0
4932.YGR206W,18,4,1.089914287511276e-09,1.0003830447764197,0.0
4932.YMR231W,18,3,1.0779033463069812e-07,1.0005065502150774,0.09499999999999997
4932.YNL227C,5,3,9.377616684965248e-07,1.0011558391084094,0.5321180555555556
4932.YKL121W,8,4,1.2994039058720347e-10,1.0000418353108211,0.0
4932.YEL022W,18,3,6.40481467736008e-08,1.0004149110996876,0.0
4932.YJL207C,18,4,9.961703813189324e-10,1.0001572297015882,0.0
4932.YLR268W,18,3,1.4220161562562925e-07,1.0008462114593624,0.40740740740740744
4932.YJR152W,4,3,5.357225806429225e-07,1.0002698463729571,0.2551020408163265
4932.YLR039C,18,4,6.269196686575166e-10,1.000263663418445,0.2777777777777778
4932.YKL174C,8,4,5.020289782844967e-10,1.0000706847615055,0.375
4932.YGR261C,18,4,2.67961897224174e-09,1.0003753656478445,0.0
4932.YHL031C,18,3,9.455833373576104e-08,1.0004810189966415,0.0
4932.YFL026W,15,3,2.35426220789362e-07,1.0007301298902003,0.06444444444444442
4932.YCL008C,18,3,9.309648022444335e-08,1.000827545157792,0.224609375
4932.YJR031C,18,3,1.1340571230017155e-07,1.0003128289338548,0.14201183431952658
4932.YBR290W,1,1,0.006078502553769293,1.0002211076228404,0.6446280991735538
4932.YJL044C,18,3,4.178975461911847e-08,1.000330623226727,0.24
4932.YBR288C,18,4,1.96012612651425e-09,1.0003065900780368,0.0
4932.YJL151C,18,3,5.0509937178340805e-08,1.0001439624491915,0.4897959183673469
4932.YPR173C,18,3,3.989024218253412e-08,1.0005775132289212,0.24380165289256195
4932.YHL042W,16,5,3.0331629135432747e-13,1.000129566715023,0.24489795918367352
4932.YMR258C,18,4,1.8568127829569903e-10,1.0000435298025474,0.5
4932.YAL030W,18,3,1.6148667929336957e-07,1.0008924513101531,0.0986193293885601
4932.YLR119W,18,4,1.4131377658213422e-09,1.000379016081688,0.0
4932.YDR508C,4,5,1.5037892805991326e-12,1.000028462288387,0.0
4932.YBR289W,3,3,2.1262838197008208e-07,1.0006545200634749,0.4801097393689986
4932.YJR102C,18,3,4.1963052576374574e-08,1.0006439855422449,0.0
4932.YJR110W,18,3,5.8730478247163986e-08,1.0002003351243745,0.53125
4932.YDR334W,3,3,5.665994368629477e-08,1.0013576913380016,0.13139120095124857
4932.YMR102C,7,2,1.8858965369284635e-05,1.00005350987668,0.4444444444444444
4932.YDR153C,18,3,4.5374571984368116e-08,1.0004259415224102,0.20370370370370372
4932.YDR485C,3,4,2.739641642750734e-09,1.0006903991434684,0.25255102040816324
4932.YDR219C,6,3,5.597827200021677e-08,1.0000802581820698,0.375
4932.YHR108W,18,3,1.1535853104141167e-07,1.0003938701060462,0.31141868512110726
4932.YPL139C,3,4,5.315819458012391e-09,1.0006230770353544,0.0
4932.YAL014C,18,3,8.209515221698762e-08,1.000150336183411,0.0
4932.YLR360W,15,4,2.2591046858720654e-09,1.0001662630068382,0.24489795918367352
4932.YJR044C,18,6,1.1793409131211074e-16,1.000028177899092,0.0
4932.YKL041W,18,4,1.447879398406432e-09,1.0006414601953364,0.08317580340264652
4932.YJR143C,8,4,2.2167995928495943e-09,1.0003551934924884,0.3203125
4932.YDL234C,18,3,1.3178049653524322e-07,1.000363537088825,0.39446366782006925
4932.YJL036W,18,3,5.060611947679469e-08,1.0004876030734267,0.0
4932.YER068W,12,3,3.0828218403584033e-07,1.0006242994137824,0.7242798353909465
4932.YDR176W,3,3,6.949420574978507e-08,1.0008191983111874,0.06444444444444442
4932.YOL112W,18,4,1.4266537104240182e-09,1.0002147149311083,0.19753086419753085
4932.YNL021W,3,3,9.128901520648997e-07,1.0010466184297786,0.6540642722117203
4932.YHR154W,10,3,1.1688132900520166e-07,1.001045392144389,0.3458049886621315
4932.YGR089W,18,7,-9.826124289236127e-16,1.0000268888913348,0.0
4932.YEL005C,18,4,1.886419833275338e-10,1.0002034749697637,0.21875
4932.YGL210W,18,3,5.9437714375223764e-08,1.0004303183469376,0.18500000000000005
4932.YDR440W,3,3,1.7375057447064496e-07,1.0006867350094735,0.48
4932.YPL084W,18,3,4.5515002697013064e-08,1.0006160842112466,0.15039999999999998
4932.YJR075W,8,4,7.611637301355167e-10,1.0003203939546577,0.0
4932.YKL071W,7,3,1.698840300637432e-07,1.0001478564042272,0.40625
4932.YPL057C,15,2,2.368169878414774e-05,1.0001839918223177,0.53125
4932.YBR264C,18,4,1.2952379375204964e-09,1.0001244788861166,0.5
4932.YJL154C,18,3,1.9745198592531574e-07,1.0009547879464669,0.3718820861678005
4932.YIL043C,6,4,4.5052916540673504e-10,1.000018252569068,0.0
4932.YDR335W,12,3,5.495940689136071e-07,1.0005712648958947,0.7407407407407407
4932.YOL129W,18,5,3.4386729574897856e-13,1.0000628971370238,0.0
4932.YKL178C,15,3,2.1932371813506747e-07,1.0005774715839073,0.0
4932.YOR067C,8,3,1.305141216143002e-07,1.0004202234421373,0.31141868512110726
4932.YNL093W,18,4,3.129219239414102e-09,1.0002708360319517,0.0
4932.YJR033C,6,3,1.1161741708582719e-07,1.0003227529372456,0.13265306122448983
4932.YLR350W,15,2,1.7537127916080484e-05,1.0001542915756036,0.0
4932.YDL192W,18,3,1.7502649145896023e-07,1.0008391601043185,0.4604081632653061
4932.YHR142W,15,3,3.711701490271787e-08,1.0002310166886847,0.0
4932.YKL103C,7,2,1.960270372604149e-05,1.000505779481045,0.7256944444444444
4932.YPL065W,18,3,5.420580221861997e-08,1.0006025274553019,0.16257088846880907
4932.YDR359C,3,3,5.860649840601362e-08,1.0004309337671864,0.11072664359861595
4932.YIL030C,8,2,1.663348059774357e-05,1.0006893726484218,0.4565992865636147
4932.YLR148W,18,3,1.50295014161663e-07,1.0004946411603344,0.19390581717451527
4932.YOR327C,18,2,1.8888609761793357e-05,1.000528167297756,0.3100189035916824
4932.YKR026C,12,3,1.5027160826211645e-07,1.0001567977265815,0.6938775510204082
4932.YMR109W,18,4,4.48125746883507e-09,1.0005300419251002,0.15625
4932.YOR069W,18,3,5.4075056382316133e-08,1.0003415830638192,0.0
4932.YDR524C,18,3,5.648453849419442e-08,1.000106257378362,0.0
4932.YGL131C,3,4,5.406460026359788e-09,1.0001152366477986,0.56
4932.YER128W,18,4,7.166335553405664e-11,1.0000262306962757,0.0
4932.YNL139C,12,3,4.857042542162973e-08,1.0003112097428857,0.1527777777777778
4932.YGL124C,18,3,1.8814469879020052e-07,1.0005265547029234,0.08677685950413228
4932.YDR313C,15,3,4.0677280592591077e-08,1.0000632028190857,0.6666666666666667
4932.YLR418C,3,3,5.257828104425792e-08,1.0007574823765737,0.45179063360881544
4932.YKL135C,18,3,1.1054059995466419e-07,1.0006616192022613,0.2497027348394768
4932.YCR032W,15,3,3.895711665828335e-08,1.0000333842198026,0.5
4932.YLR025W,18,3,4.7477145013639314e-08,1.0008555370480732,0.119140625
4932.YKR090W,15,4,2.2343101262374543e-10,1.0000800620076757,0.375
4932.YOR115C,18,4,2.5705036959654953e-10,1.0001656184100323,0.0
4932.YDR108W,18,4,1.3821713026223367e-09,1.0003500405047252,0.1171875
4932.YER177W,15,3,6.904716347260875e-07,1.0005633656624295,0.6063100137174211
4932.YAL036C,12,3,5.404305651178932e-08,1.000150313915318,0.6122448979591837
4932.YKL081W,5,3,4.200024423369408e-06,1.0042126277731773,0.3913876093369908
4932.YDR436W,15,3,1.3072773552124523e-07,1.0002032311372677,0.19753086419753085
4932.YHR089C,14,3,3.84103961801436e-07,1.0005543912375119,0.656
4932.YML014W,14,3,2.3059908732493088e-07,1.0006869971491767,0.1854934601664685
4932.YDR314C,10,4,2.726286001423703e-09,1.0002441330573069,0.0
4932.YOR140W,15,3,7.792783816699435e-08,1.0002334635161554,0.5123966942148761
4932.YLR325C,5,3,5.552358873069964e-06,1.0064330063222438,0.24826837754157494
4932.YLR185W,5,3,2.6789544394650606e-06,1.0057001547187154,0.0630176899063476
4932.YCL037C,12,4,9.754650789320276e-09,1.000143231040381,0.6122448979591837
4932.YGR243W,6,3,4.903278086623394e-07,1.0001622565569437,0.44897959183673475
4932.YHR021C,5,3,4.204855168509197e-06,1.0053388079676886,0.1779060100738422
4932.YDR098C,1,2,4.4163213975378164e-05,1.0004708936139732,0.32199546485260766
4932.YPR163C,12,3,1.7441278420886157e-07,1.0004304403948137,0.75
4932.YNL153C,10,4,2.6241979205962607e-09,1.0002782466254279,0.48611111111111116
4932.YJR025C,4,2,5.411928615519203e-05,1.00034324818984,0.4177777777777778
4932.YNL255C,8,4,7.002960653208767e-09,1.0001349814759426,0.7755102040816326
4932.YGR123C,12,3,2.5535704885901525e-07,1.0001362460429752,0.2777777777777778
4932.YIL069C,5,3,4.4476602234182335e-06,1.005860984378496,0.1587901701323251
4932.YMR278W,7,2,4.988618718750569e-05,1.0006649803228502,0.39001189060642094
4932.YBL036C,14,3,9.509633647553149e-08,1.0000369783994234,0.0
4932.YER132C,12,5,3.452813257748613e-13,1.0000161275887847,0.0
4932.YER074W,5,3,4.4864407099752925e-06,1.0059223457375215,0.15702510444502993
4932.YBR058C,8,4,6.695498344666019e-09,1.000373600803208,0.6328125
4932.YML022W,4,3,3.853878108802961e-07,1.0004595292932588,0.19753086419753085
4932.YHR015W,12,4,2.748008219631906e-09,1.0001083629861514,0.48
4932.YBR271W,14,4,5.815925307296006e-09,1.0006048214931227,0.24489795918367352
4932.YNL229C,7,2,0.0001358709776387369,1.000800988008302,0.7655222790357925
4932.YLR110C,15,3,1.0665976906770952e-07,1.0001635329032148,0.6875
4932.YJR014W,5,4,1.1942047824497213e-08,1.0001165778524048,0.56
4932.YMR194W,5,3,3.8969837559542256e-06,1.005794829726545,0.12958348166607336
4932.YIR038C,7,2,0.00012243228454361795,1.0005662455844775,0.2208
4932.YBR249C,4,3,4.5092172564007837e-07,1.0003226721547667,0.24
4932.YDL006W,15,3,8.284652263161564e-07,1.0005425279262055,0.07986111111111116
4932.YHR158C,18,4,7.398905978455057e-10,1.000229222833007,0.54
4932.YLR200W,10,3,4.695974477070958e-08,1.0002880096292937,0.1527777777777778
4932.YBR053C,7,2,2.0119174930505616e-05,1.0001303293544015,0.0
4932.YIL110W,14,4,4.001027060010487e-09,1.0003901357346774,0.0
4932.YNL217W,15,3,1.082868705457301e-07,1.000293968969117,0.2551020408163265
4932.YGL178W,12,2,2.2536251535603844e-05,1.0002169627505906,0.48
4932.YDR075W,15,3,2.3770092174625352e-07,1.0007053621652182,0.3923900118906064
4932.YER081W,4,2,8.903955700470301e-05,1.0004306881317095,0.54
4932.YLR285W,14,4,1.1374673148636851e-09,1.0001232511422826,0.0
4932.YDL216C,10,3,2.736540012404946e-07,1.0005888996431418,0.6527777777777778
4932.YJR129C,14,4,9.290017032164972e-09,1.0004011966784474,0.19753086419753085
4932.YGR201C,5,3,8.26999098121721e-08,1.00018723896919,0.18000000000000005
4932.YOR198C,12,3,2.2798009377451324e-07,1.0001633960434966,0.40625
4932.YGL243W,14,3,4.584910480234252e-08,1.0002649542127442,0.5816326530612245
4932.YPL246C,6,3,5.876864367371226e-08,1.0000624007024914,0.6666666666666667
4932.YPL249C-A,5,3,3.9789431441842465e-06,1.0051946950942745,0.15889446716008493
4932.YBR025C,18,3,1.6992258299698216e-07,1.0001255708077466,0.7222222222222222
4932.YFR023W,12,4,2.7480086100531084e-09,1.000108362986153,0.48
4932.YIL096C,14,3,3.5370317098327476e-07,1.0011561304313676,0.49926035502958577
4932.YPR074C,7,2,0.0001570521104222805,1.0012726076563632,0.4890260631001372
4932.YGL049C,12,3,3.219734686269962e-07,1.00081264748412,0.6092037983929877
4932.YDR363W-A,8,3,5.969295548504706e-08,1.0003829259188275,0.625
4932.YDL136W,5,3,6.8929201773521086e-06,1.0069464101676302,0.32465639316951267
4932.YHR141C,5,3,4.1626034150396335e-06,1.0058417991704778,0.15023437500000003
4932.YLR264W,5,3,4.168914720924146e-06,1.0056530423157533,0.17911958171698428
4932.YMR009W,4,3,1.084133310757119e-07,1.0002179406310605,0.19753086419753085
4932.YDR457W,8,3,9.328712233109258e-08,1.0002553929664662,0.8165680473372781
4932.YPR081C,13,3,2.0475191069902789e-07,1.0001321671327614,0.6111111111111112
4932.YER103W,12,2,4.241532824875594e-05,1.0009790422798208,0.27
4932.YDR083W,5,3,3.728468073491251e-07,1.001353870648814,0.44699798908359667
4932.YOR039W,5,3,2.395311849671825e-07,1.0008659804048954,0.3493877551020408
4932.YLR433C,15,2,1.874739695823576e-05,1.0007592238662326,0.11570247933884292
4932.YGR001C,14,3,1.0781483193527362e-07,1.0002316395561162,0.31999999999999995
4932.YLR410W,19,4,6.098041098771476e-10,1.000156419582121,0.6938775510204082
4932.YJR147W,12,3,8.516945152296513e-07,1.0002347151899935,0.56
4932.YGR148C,5,3,2.5606439618026944e-06,1.0049705000467224,0.015266272189349062
4932.YDR135C,7,2,6.628070981485403e-05,1.0004765614768654,0.5454545454545454
4932.YHR189W,8,4,2.7479252385923317e-10,1.0000376574755263,0.0
4932.YBL015W,4,3,2.501223876602419e-06,1.0006775078471846,0.192627824019025
4932.YIL064W,14,3,1.1104865478783971e-07,1.0005733134653194,0.4131944444444444
4932.YJR139C,4,3,4.1459556147102963e-07,1.000473013340819,0.0
4932.YJR097W,12,2,1.8582662107652023e-05,1.0005238202516882,0.53125
4932.YHR206W,15,1,0.006252570916356209,1.0008738388515694,0.7575000000000001
4932.YMR029C,15,4,4.739305077723632e-09,1.0004051435795283,0.38754325259515576
4932.YGR249W,12,3,8.518088615725654e-07,1.0002510771886088,0.5289256198347108
4932.YMR083W,4,3,6.848398957703936e-07,1.0002585268041464,0.1652892561983471
4932.YLR044C,4,3,3.3308850628804712e-06,1.0009657797527274,0.4473684210526315
4932.YER007C-A,5,3,4.62320410128588e-07,1.0008107520730518,0.145956607495069
4932.YDR142C,2,3,5.935045750361714e-07,1.0005743328804575,0.0
4932.YNL281W,12,2,1.9506739592315748e-05,1.000279538226551,0.0
4932.YKR057W,5,3,3.8036428348986787e-06,1.0054865955831627,0.1260303589928382
4932.YDR515W,12,3,2.1225037849422748e-07,1.000084288111649,0.625
4932.YLR090W,12,2,2.2480518464911264e-05,1.0005589264569956,0.28480000000000005
4932.YER089C,15,3,4.0178631966489645e-07,1.0003192712766749,0.23111111111111116
4932.YNL064C,12,2,2.4212898254171475e-05,1.001022040271088,0.45970795024337485
4932.YDR159W,12,3,2.1833514938368603e-07,1.0004059247132713,0.5123456790123457
4932.YKL117W,12,2,2.203894993720932e-05,1.000612051794006,0.5056
4932.YJL124C,12,4,1.430683849721389e-08,1.000464722411905,0.44499999999999995
4932.YER156C,13,3,1.3965221380739593e-07,1.0000213060509295,0.0
4932.YBR117C,7,2,0.00014755238686559459,1.0015272297779925,0.3864953388762913
4932.YHR035W,15,5,2.2997900784270386e-12,1.0000272788306712,0.0
4932.YHR167W,12,4,2.4557099037906486e-09,1.0002228787127578,0.0
4932.YMR142C,5,3,4.052066456329041e-06,1.005364271143534,0.17785493827160492
4932.YDR214W,12,2,2.296322778407031e-05,1.0005732436972654,0.22684310018903586
4932.YOR243C,14,3,1.2829316706853893e-07,1.0006942121806013,0.12444444444444447
4932.YDL229W,12,2,1.9677215855224735e-05,1.000409015156582,0.495
4932.YDL178W,4,3,8.152332376665239e-07,1.000506339921043,0.16942148760330578
4932.YGL087C,10,3,1.818468719060203e-07,1.0007454644326321,0.48444444444444446
4932.YHR193C,5,3,1.8954533255267697e-06,1.0028167034637767,0.08177285318559557
4932.YER087W,13,3,7.865448450579751e-08,1.000392537654363,0.3044982698961938
4932.YPL037C,5,3,1.5787141907717798e-06,1.002689500087319,0.08013603996173879
4932.YKL160W,3,4,3.941746387300417e-10,1.0000734219189091,0.4444444444444444
4932.YNL024C,14,3,4.5822998118345837e-07,1.0002121817057223,0.49382716049382713
4932.YKL204W,12,4,2.596555631314071e-09,1.0001414909342445,0.2777777777777778
4932.YBL064C,7,1,0.006707215292482043,1.0009517664645324,0.0
4932.YIL052C,5,3,4.266328183111928e-06,1.005093745942721,0.18468858131487886
4932.YFR010W,8,3,6.103717335270535e-08,1.0007886502993892,0.375
4932.YLR354C,7,2,0.0001603407499775277,1.001211432436839,0.42000000000000004
4932.YCR077C,5,3,5.830095563288365e-07,1.0015022043059991,0.22257653061224492
4932.YDR500C,5,3,2.590647033315829e-06,1.005063281979947,0.05783264746227712
4932.YBR169C,12,2,7.226442127221747e-05,1.0015289347776826,0.46044921875
4932.YDL047W,15,3,6.855257351506155e-07,1.0011914212725177,0.4726331360946746
4932.YPL106C,12,1,0.0057215565417022,1.001271683000459,0.2983268066927732
4932.YJR074W,12,3,4.983859833515439e-08,1.0000741131982045,0.4444444444444444
4932.YML016C,15,3,2.580729239841221e-07,1.0003974893941976,0.2906574394463668
4932.YLR432W,4,3,5.050632984361907e-07,1.0004369891432707,0.31141868512110726
4932.YDR441C,4,3,4.624261435120387e-07,1.0005142429645226,0.25396825396825395
4932.YGR078C,10,4,2.226403469788099e-09,1.0002868054267653,0.1527777777777778
4932.YOR298C-A,12,3,1.1594942538746783e-06,1.0004297538037898,0.5802469135802469
4932.YDL188C,15,3,2.5244616462050465e-07,1.0005463361352651,0.23818525519848777
4932.YKR094C,5,3,3.6811054174373196e-06,1.0062066629074848,0.3551950511299078
4932.YFR044C,7,2,5.02545826347471e-05,1.0005325790028754,0.5625
4932.YOR101W,15,3,8.22939751149958e-07,1.0005263574255843,0.5347222222222222
4932.YOR061W,5,3,2.3786942834891356e-07,1.0008690001427152,0.38693877551020406
4932.YML094W,10,3,5.132541077444762e-07,1.0004663998666945,0.7
4932.YDL082W,5,3,4.230489619419259e-06,1.0061434119170463,0.17311309462740676
4932.YHR064C,12,3,9.425019229020908e-07,1.0004391081606783,0.565
4932.YKL181W,7,2,1.8458850697754216e-05,1.0002906711130661,0.48611111111111116
4932.YDR399W,4,3,3.6075283475572005e-07,1.0005722602331846,0.24380165289256195
4932.YDL134C,15,3,3.3724304987730984e-07,1.0009276969675958,0.2787639710716634
4932.YDR252W,5,3,6.226232154984524e-07,1.0013429993745253,0.27933673469387754
4932.YLR287C-A,5,3,3.547657507634288e-06,1.0054055463356515,0.0918906064209275
4932.YHL012W,7,2,4.632508297144249e-05,1.000497278701188,0.42659279778393355
4932.YNL292W,14,4,1.628292735806768e-08,1.0007079133931465,0.33714880332986474
4932.YIL148W,5,3,3.3393742231784766e-06,1.0060516342115031,0.33759898426275514
4932.YOR001W,5,3,8.870330344885901e-07,1.002137011603788,0.34592592592592597
4932.YJL136C,5,3,3.909460977797024e-06,1.00504722012042,0.13717421124828533
4932.YBL056W,15,3,3.0144821462456395e-07,1.000203369375527,0.0
4932.YOR038C,3,4,5.431137918617142e-09,1.0003862261552234,0.2265625
4932.YOL156W,8,3,1.5809547708559588e-07,1.0002017852780207,0.1652892561983471
4932.YBR125C,15,3,3.2386669124404455e-07,1.0001344643706367,0.24489795918367352
4932.YPR118W,4,4,8.679604897494659e-10,1.000195654202509,0.40625
4932.YKL156W,5,3,4.293684295955018e-06,1.0058713297463744,0.1588934613625972
4932.YGR238C,18,3,2.0080038098569558e-07,1.0001459586335273,0.6111111111111112
4932.YJR133W,4,3,3.296559296804471e-07,1.000183816504857,0.40625
4932.YIL035C,5,3,2.374777077328999e-07,1.0009195275947036,0.4426588750913075
4932.YNL209W,5,2,1.9270846001771482e-05,1.0021187961807778,0.32858131487889275
4932.YNL127W,15,4,1.9061361294708465e-09,1.0003095900647376,0.0
4932.YDR155C,3,2,2.6535105288797323e-05,1.0004189177147562,0.6089965397923875
4932.YDL125C,10,4,8.447624201990845e-10,1.0000228971261034,0.0
4932.YJR021C,10,4,2.103267284728899e-10,1.0002208330732523,0.37037037037037035
4932.YGL031C,5,3,2.636152302476762e-06,1.0054045563478666,0.013792438271604923
4932.YBR213W,4,3,4.162242880845419e-07,1.000234866396047,0.0
4932.YOL058W,4,3,9.822666906156718e-07,1.000820610810688,0.11245674740484424
4932.YMR241W,13,4,4.944228375238641e-10,1.0000239816630494,0.0
4932.YOL072W,8,4,6.53929576937759e-10,1.0001264579089124,0.72
4932.YML057W,15,3,5.85449216030905e-07,1.0006938453017946,0.1266666666666667
4932.YHR200W,8,3,2.5495693065232753e-07,1.000831869236725,0.5583103764921946
