Node,Community,Proximity to SOD1,Relative subgraph centrality,Subgraph centrality,Participation coefficient
4932.YLR084C,15,4,1.4310663830167936e-10,1.0001659090911497,0.0
4932.YOR345C,19,4,1.4700308188612954e-09,1.0001086020427414,0.56
4932.YAR035W,4,3,6.803696305302583e-07,1.0002199607062376,0.48
4932.YDR415C,16,4,1.0133274177170828e-10,1.0001328485323917,0.0
4932.YNL218W,10,3,1.434714811086868e-07,1.000301860748991,0.0
4932.YJR004C,15,4,5.744121919651693e-10,1.0002850683419595,0.0
4932.YCL064C,4,3,8.517122489936258e-07,1.0007770229440924,0.05709342560553632
4932.YPL111W,4,2,1.8943318417102796e-05,1.0005889060706392,0.4608
4932.YDR162C,15,3,3.4648951660260006e-07,1.0002474163304131,0.2975206611570248
4932.YCR048W,2,3,1.6288250423153287e-07,1.00024906852689,0.44628099173553715
4932.YGL072C,19,4,1.603043761101708e-10,1.0000890211353317,0.375
4932.YJR148W,4,2,2.5234436084978413e-05,1.0007711410922209,0.25711662075298436
4932.YJL121C,7,3,2.222421075153986e-06,1.0003598319649867,0.12444444444444447
4932.YFR055W,4,2,6.968404744328599e-05,1.0004761753302016,0.4625850340136054
4932.YER052C,4,3,7.285022250022241e-07,1.000632318003532,0.13520408163265307
4932.YMR237W,15,4,3.9227778073384553e-10,1.0001630824675278,0.2777777777777778
4932.YPR167C,4,2,8.609110826184288e-05,1.000537123396252,0.4421487603305785
4932.YLR214W,1,2,8.823632894588789e-05,1.0002553955225035,0.0
4932.YEL065W,1,2,2.5662353718058396e-05,1.0001904080951118,0.21875
4932.YNL277W,4,3,1.1500053981293185e-06,1.0009828169535284,0.33098972417522987
4932.YDR126W,15,4,8.530427289023257e-10,1.0001430185588038,0.2777777777777778
4932.YLL058W,4,3,4.7778858895358e-07,1.000519989716227,0.1652892561983471
4932.YKR052C,1,2,4.2203744870149924e-05,1.000204346412181,0.0
4932.YHR146W,15,3,1.974488640216741e-07,1.000200393281812,0.54
4932.YHR178W,8,2,1.8029889214038583e-05,1.0001048159679367,0.31999999999999995
4932.YER073W,4,2,4.8721484391699274e-05,1.000785059946282,0.4151234567901234
4932.YGL125W,4,3,1.996129465400842e-07,1.0004519851086022,0.0
4932.YGR262C,1,3,8.966093153735602e-08,1.0001304083174998,0.0
4932.YIL145C,4,2,2.317260199294455e-05,1.0003635567771265,0.3203125
4932.YNL040W,18,4,2.80038064135249e-10,1.0000482538242463,0.0
4932.YJL071W,4,3,1.3044274247975274e-06,1.000450615393837,0.0
4932.YMR300C,4,2,3.869113443332318e-05,1.0009288432436216,0.3484549638395792
4932.YLR092W,4,3,4.163627970362458e-07,1.0003247905258301,0.14201183431952658
4932.YKL106W,4,2,0.00012404643644227045,1.001664676866156,0.3209409787859694
4932.YBR258C,3,4,9.203978723580099e-10,1.0002097222008992,0.375
4932.YJL060W,4,3,5.686691214589769e-07,1.000231523719538,0.33999999999999997
4932.YKL130C,12,4,3.677085835688057e-09,1.000343575337832,0.7822222222222223
4932.YAL067C,16,4,1.4501660533213293e-10,1.0000700728165692,0.0
4932.YJL212C,7,2,2.252418286118388e-05,1.0001030999584992,0.31999999999999995
4932.YJR130C,4,3,4.780240143429683e-07,1.0005764245285969,0.0
4932.YER062C,2,3,4.539627483551899e-07,1.000389519703155,0.5813148788927336
4932.YEL046C,4,3,6.196424938193119e-07,1.0003517661492491,0.0
4932.YOR108W,4,3,1.3601653416989374e-06,1.0006264933310964,0.07133058984910834
4932.YFL030W,4,2,9.713431600947486e-05,1.0011626716811928,0.4224
4932.YMR169C,7,2,0.00010174300817325803,1.001797719149786,0.5383707201889021
4932.YOL065C,18,4,3.1915017070088814e-10,1.0000922563325108,0.625
4932.YNL309W,3,3,1.4566004509616783e-07,1.0005633717855764,0.4965277777777778
4932.YPR089W,18,6,5.383389047042275e-15,1.000041623074755,0.0
4932.YOL048C,17,5,1.6741744438258238e-13,1.0000707409910514,0.0
4932.YKL072W,3,4,1.7798484948784547e-10,1.0000401988004741,0.0
4932.YCR044C,8,4,6.94751753414595e-11,1.0000497585586994,0.0
4932.YKL185W,3,4,9.479725371439734e-09,1.0008497488638843,0.534435261707989
4932.YHL025W,3,4,3.1591400944872006e-09,1.0002914062600323,0.4297520661157025
4932.YOR304W,3,3,9.738409091760922e-08,1.0005164211366262,0.2873345935727788
4932.YNL322C,8,4,7.455959751781916e-10,1.0001786230203003,0.49382716049382713
4932.YDR295C,3,4,2.4098016138986156e-09,1.000074686928575,0.4444444444444444
4932.YER139C,3,4,2.7510740664704603e-09,1.00020875906398,0.4444444444444444
4932.YKL198C,17,7,-1.0623012886012972e-15,1.000038292485089,0.0
4932.YHR060W,6,4,1.1634721020490658e-08,1.0002742129758035,0.0
4932.YDR289C,3,4,2.6912047977481826e-09,1.0002128831034276,0.6666666666666667
4932.YAL020C,14,3,1.4253104877614718e-07,1.0002441390697994,0.29166666666666663
4932.YDR368W,7,3,1.0042331014201438e-07,1.0001351066214692,0.5714285714285714
4932.YMR019W,3,5,2.1412776066154215e-13,1.000018757541073,0.0
4932.YGL110C,8,4,6.1263092411556475e-09,1.0001054353247494,0.31999999999999995
4932.YGL133W,3,4,9.002836983800768e-10,1.0002757229670618,0.0
4932.YKR100C,17,6,-3.046337054141146e-16,1.00005483272509,0.0
4932.YBR074W,18,5,1.515066284235589e-11,1.0000212894447615,0.0
4932.YJR131W,8,3,7.336036473605534e-08,1.0003112500229248,0.3571428571428571
4932.YLL043W,15,3,6.070312481145724e-07,1.0002547995434892,0.5972222222222222
4932.YGL066W,3,3,1.6840188750344898e-07,1.0005900212326266,0.43100189035916825
4932.YEL029C,19,3,3.1602174691369267e-07,1.0005657173086253,0.46719999999999995
4932.YPL001W,3,4,8.13943833697945e-09,1.000428914581435,0.5185185185185186
4932.YJL020C,18,4,3.7118374572988125e-09,1.000494688496886,0.09070294784580502
4932.YDR294C,15,2,1.9520970718278846e-05,1.0003145531072408,0.40816326530612246
4932.YGL161C,20,4,6.7022282689011e-11,1.0000861495727784,0.375
4932.YDR443C,3,3,1.883676013858331e-07,1.0005334469160543,0.4801512287334594
4932.YPR179C,3,4,2.6026883222403374e-09,1.0001092762421244,0.0
4932.YDR247W,15,4,6.134885263643294e-10,1.0000363575294955,0.0
4932.YNL257C,6,4,9.438203243581321e-11,1.0001141937606552,0.0
4932.YML047C,15,5,7.387939598198917e-12,1.0000917847425888,0.375
4932.YFR054C,8,5,6.897032858027563e-14,1.000066979251337,0.0
4932.YGL013C,8,2,2.0855389458543556e-05,1.0004823247701862,0.3742911153119093
4932.YHR095W,8,6,1.0408340855860843e-16,1.0000251459079106,0.0
4932.YEL036C,8,3,4.134497807805433e-08,1.000260236684324,0.0
4932.YGL033W,10,3,8.860973735509182e-08,1.000282501542122,0.14201183431952658
4932.YJL016W,18,5,4.3251330251667386e-12,1.0000573873502137,0.0
4932.YBL054W,3,3,6.647183786669293e-08,1.0006572874417323,0.4691358024691358
4932.YKL033W-A,17,6,5.637851296924623e-17,1.0000795726160328,0.0
4932.YBR071W,16,5,8.131079360165772e-13,1.0001109782727764,0.2777777777777778
4932.YER049W,15,4,3.6061308099314825e-09,1.0001210271594576,0.7777777777777778
4932.YPL113C,4,3,2.2381198529836316e-07,1.0000245646557595,0.0
4932.YDL076C,3,4,4.448866680947924e-09,1.000604840507307,0.0
4932.YPL053C,8,3,3.498375018796615e-08,1.0002202857579305,0.0
4932.YBR036C,15,3,1.9350625196797554e-07,1.000166397132401,0.40625
4932.YPL086C,14,3,3.44603166783225e-07,1.000920899599272,0.5746579417013682
4932.YDL080C,4,3,2.624548018148338e-06,1.0006523695102072,0.4280618311533888
4932.YKR056W,14,3,6.296630477393636e-08,1.000632607983095,0.5127551020408163
4932.YAL022C,4,4,1.185701215163093e-09,1.0000185290930812,0.0
4932.YGR200C,14,3,2.3898363999219174e-07,1.000621505749216,0.28480000000000005
4932.YMR312W,14,3,2.2099534521965135e-07,1.000349845410357,0.24489795918367352
4932.YDR181C,3,4,3.6353680933631782e-09,1.0003876199193873,0.0
4932.YMR269W,10,4,3.2297327006767618e-09,1.0001674477701952,0.7160493827160495
4932.YBL012C,16,5,8.128608463414677e-13,1.0001109782727764,0.2777777777777778
4932.YER088C,3,3,5.814706446449335e-08,1.0005014920849862,0.09499999999999997
4932.YMR053C,3,4,3.1002671005506827e-09,1.0003663239708727,0.0
4932.YBL104C,15,3,9.484207305653688e-08,1.0003004248345464,0.29166666666666663
4932.YIL014W,8,4,1.5006225163307838e-10,1.00007524571188,0.0
4932.YHR111W,14,2,2.472311722814146e-05,1.000401532935185,0.3203125
4932.YML017W,12,4,6.816800164708564e-10,1.0000345339143748,0.5
4932.YOR213C,3,4,4.72116684472907e-09,1.0005129606803498,0.0
4932.YPL189W,4,4,1.1174076977899937e-09,1.0000196962203154,0.0
4932.YJR160C,7,4,1.228463942766836e-09,1.0000503811529662,0.4444444444444444
4932.YOL110W,15,4,2.1418783153885103e-09,1.0001759479752756,0.0
4932.YBR005W,15,4,1.2558144032727122e-10,1.0000369374945226,0.0
4932.YBL101C,15,3,1.759183569100941e-07,1.0001974824293438,0.18000000000000005
4932.YCR073W-A,7,3,1.9274227502086836e-07,1.0001328647704255,0.5
4932.YBR058C-A,15,3,1.3113429816677402e-07,1.0000923773752226,0.0
4932.YOR011W,16,4,1.3138173323790428e-10,1.0001040985214675,0.48
4932.YMR123W,6,4,3.5865373580637287e-10,1.0000227433860192,0.0
4932.YGR229C,15,3,2.1802818685765033e-07,1.0003214935388376,0.4140625
4932.YJR161C,16,6,1.1335333713335949e-15,1.0001305347562717,0.0
4932.YNL325C,15,4,3.2049176463752604e-10,1.0002098196105873,0.375
4932.YOR034C,15,3,4.457760613028536e-08,1.0001827291930034,0.0
4932.YPL232W,18,3,1.8609017555826527e-07,1.0004966640855881,0.3490304709141274
4932.YOL003C,15,3,3.7806082459366846e-08,1.0001753191254132,0.21875
4932.YIL105C,15,3,1.6781419819026006e-07,1.0003136701267674,0.4355555555555556
4932.YBR199W,18,5,1.6136292063824442e-12,1.0000373351448342,0.0
4932.YKL132C,4,3,4.484741683162714e-08,1.000169353376716,0.0
4932.YPR149W,7,3,1.761021326266354e-07,1.0002472045858666,0.625
4932.YKR007W,15,3,5.094678069426429e-08,1.0003681286127206,0.328125
4932.YBR161W,15,3,5.9032539966009066e-08,1.0000729015370984,0.4444444444444444
4932.YLR081W,4,3,6.550460022890139e-07,1.0003537034643035,0.3203125
4932.YNL047C,15,4,5.937494863177475e-10,1.000067558215255,0.0
4932.YNL326C,15,4,5.491766956553651e-10,1.000117788296081,0.0
4932.YLR383W,10,3,1.1430106676814725e-07,1.0006553656374615,0.0
4932.YCR066W,10,3,2.5657371365808875e-07,1.0010960818399692,0.1274074074074074
4932.YDL051W,14,3,1.2301523077219495e-07,1.0007438720064208,0.603515625
4932.YBR014C,1,2,1.9323697756924957e-05,1.0001019804316171,0.31999999999999995
4932.YMR125W,12,3,6.834524041436814e-07,1.0008036523901003,0.3529411764705882
4932.YIL173W,7,4,6.053755390544757e-11,1.0000217354615077,0.0
4932.YLR398C,5,3,1.1266430696727642e-06,1.0021107273106256,0.1280141396288348
4932.YNL082W,10,3,9.855462345764558e-08,1.0005861843856416,0.07396449704142016
4932.YHR119W,3,3,1.9341228700244022e-07,1.0015183725553216,0.2862181909800957
4932.YJR094C,3,3,6.174746417105491e-08,1.0002763535048456,0.485207100591716
4932.YGL017W,8,3,4.565889046039798e-08,1.000110017676606,0.31999999999999995
4932.YPR121W,19,4,6.509133932807581e-11,1.0000825549822356,0.0
4932.YLR107W,12,4,1.2423118599916468e-09,1.0000666672980016,0.4444444444444444
4932.YKR072C,15,4,2.9801853551340482e-09,1.0002381927423458,0.0
4932.YDR536W,15,2,2.367053437802208e-05,1.0001350901984067,0.44897959183673475
4932.YML058W-A,10,3,4.977850224884939e-07,1.0000804471658056,0.0
4932.YHR113W,18,3,4.2654668808595354e-07,1.000352787717163,0.7733333333333333
4932.YGL094C,12,4,4.118785614328803e-09,1.0001553669011913,0.44897959183673475
4932.YDR305C,7,3,4.587850435865083e-07,1.000173285496718,0.46875
4932.YLR327C,7,2,2.2922399776050732e-05,1.0005629631961304,0.21301775147928992
4932.YGL157W,7,4,2.59817118015461e-09,1.0000908919508706,0.64
4932.YBR111C,7,2,4.2645488599367084e-05,1.0003436000085302,0.6755555555555556
4932.YPL008W,10,4,5.358851786987527e-09,1.0004518991288338,0.0
4932.YCR001W,14,4,8.849637591745035e-11,1.0000392089357146,0.5
4932.YNL168C,6,2,2.0944845393559554e-05,1.0001552308398194,0.375
4932.YIL139C,10,3,1.4052447183600554e-07,1.000369560895036,0.1171875
4932.YPL009C,8,3,7.228393264589045e-08,1.0003301598369831,0.4591836734693877
4932.YNL332W,19,4,1.2256317584100063e-09,1.000340275193977,0.12444444444444447
4932.YJR035W,10,3,8.48910929942279e-08,1.0005014162966603,0.44499999999999995
4932.YNR012W,4,2,1.995428941303735e-05,1.0002394610648917,0.5454545454545454
4932.YBR176W,4,3,2.5935103322211506e-07,1.000148288580817,0.0
4932.YJR156C,19,4,1.4978604307401555e-09,1.0003595394613272,0.0
4932.YGR252W,3,3,5.827038346412197e-07,1.0019652178609597,0.3515625
4932.YLR266C,8,3,3.869851663198935e-08,1.0000164736526418,0.0
4932.YIL023C,1,3,7.000267625260231e-07,1.0002987967396286,0.29166666666666663
4932.YLR011W,7,4,2.5705650390402124e-10,1.000075936226667,0.375
4932.YOL060C,15,3,9.99646059517416e-08,1.0001258938810318,0.6111111111111112
4932.YDR539W,6,5,2.3865904912045988e-12,1.000027951534234,0.0
4932.YMR020W,2,2,2.9150838578467656e-05,1.0006809032150623,0.703923900118906
4932.YGL222C,12,4,1.5039541614034549e-09,1.0000612806441265,0.0
4932.YER138W-A,20,6,1.9370627064169144e-15,1.0001623176027612,0.0
4932.YPL279C,20,4,1.277150834633027e-10,1.0000217356748953,0.0
4932.YCR059C,12,4,7.07127944632284e-10,1.000094307309034,0.375
4932.YBL049W,19,4,4.625429511195128e-09,1.000222178058308,0.5800000000000001
4932.YOR163W,18,3,1.6498001125053003e-07,1.0001843386234026,0.8395061728395061
4932.YMR285C,12,4,3.127247653542109e-10,1.0000621467784099,0.0
4932.YJR149W,4,3,4.7309215769940696e-08,1.0000164312378317,0.0
4932.YJL055W,4,3,1.0376912279160076e-07,1.0000621670997747,0.0
4932.YLR328W,4,3,5.661278036481112e-07,1.0005188678353771,0.24380165289256195
4932.YPL059W,1,2,0.00017266804612415013,1.000632545282965,0.5953360768175583
4932.YOR368W,10,3,1.1113998496297892e-07,1.0005773744015425,0.0
4932.YKL175W,1,2,2.1875116727888263e-05,1.0002824237332724,0.0
4932.YLR118C,15,4,1.784653621715246e-10,1.0000583350240324,0.0
4932.YNR047W,18,3,9.69743153876948e-08,1.0001329922856643,0.4444444444444444
4932.YOR304C-A,18,5,3.611582387319512e-12,1.0000446998290249,0.5
4932.YDR079C-A,3,4,1.3132058771566507e-09,1.0003604535437793,0.4921875
4932.YMR137C,10,2,1.7361232779935165e-05,1.0006294619188003,0.13079667063020217
4932.YGR010W,4,3,5.650196642372038e-07,1.0005224521919291,0.24380165289256195
4932.YGR043C,7,2,0.00017424567202245365,1.0019991428113257,0.32341413848163736
4932.YLR035C,10,4,2.6507057036525075e-09,1.0002323194290068,0.18000000000000005
4932.YFR025C,4,3,5.050140194839069e-08,1.0001535501469245,0.24489795918367352
4932.YOR209C,4,3,5.334591826341257e-07,1.0004718691772627,0.2770083102493075
4932.YDL177C,12,4,1.3106436287831091e-09,1.0000628345829996,0.4444444444444444
4932.YHR081W,5,3,8.621232258699575e-07,1.0014978052558372,0.029405212742258824
4932.YOL080C,14,4,2.5244057536618486e-08,1.0006397060146213,0.49111111111111116
4932.YDR370C,5,4,2.2777465535982026e-09,1.0000164798247413,0.0
4932.YIL132C,10,3,1.0664529582083554e-07,1.0004783296462485,0.0
4932.YNL273W,10,3,1.4766715677452455e-07,1.0009905229592033,0.29625
4932.YMR177W,1,3,2.5280978946238446e-07,1.0000815725406902,0.0
4932.YIL010W,7,2,0.0002096616168825793,1.0002855190946027,0.2603550295857988
4932.YNL299W,5,4,8.496729813603412e-09,1.0002147015696958,0.19753086419753085
4932.YDR540C,20,3,1.3587401619607163e-07,1.0001051758505517,0.56
4932.YEL015W,12,3,2.3260322342202617e-07,1.0004559125807007,0.3490304709141274
4932.YOR390W,20,3,7.865634458207238e-08,1.000185083105087,0.345679012345679
4932.YOR386W,15,3,5.383713144128249e-08,1.0002186757835203,0.5800000000000001
4932.YER173W,10,3,1.604878439953692e-07,1.0010341697472032,0.08977825851811794
4932.YMR224C,10,3,2.0784961374470737e-07,1.0011345992674294,0.08239022181982802
4932.YNL145W,15,3,1.9894274156620918e-07,1.0002446417281334,0.18000000000000005
4932.YNL250W,10,3,1.487309995622184e-07,1.0007354403867597,0.12278876170655562
4932.YFL003C,10,3,1.0696788846851211e-07,1.0007789364024735,0.0
4932.YLR151C,2,2,2.8047827566309003e-05,1.000392188575827,0.532871972318339
4932.YPL258C,19,4,5.086908420534608e-10,1.0002946223853246,0.0
4932.YDR217C,10,3,2.6052779717112206e-07,1.0017985902094597,0.3228444444444445
4932.YBR022W,13,3,1.9141748959544786e-07,1.000058606722284,0.0
4932.YGL085W,12,4,6.29725962130942e-11,1.0000167337957182,0.0
4932.YNR033W,4,3,1.0238769291710364e-07,1.0002088302424046,0.0
4932.YOR054C,15,4,1.7507014825465447e-09,1.000097618079084,0.0
4932.YBR111W-A,3,3,7.915702449285203e-08,1.000568292267366,0.4580498866213152
4932.YER162C,10,3,1.8006807373481537e-07,1.0007853583348834,0.26124567474048443
4932.YCR020C,19,4,6.850083158040435e-11,1.000121721674015,0.6111111111111112
4932.YBR114W,10,3,5.3879543707906555e-08,1.0006824436715762,0.4377777777777778
4932.YER035W,12,3,8.345507641023607e-08,1.0001084126037778,0.31999999999999995
4932.YML122C,15,5,9.636308542565128e-13,1.000016472661326,0.0
4932.YIL164C,4,3,1.9898997182781625e-06,1.0005277371174752,0.21875
4932.YGR072W,12,3,5.601105694443692e-08,1.0002892059130968,0.485207100591716
4932.YGR063C,3,3,5.11603057606262e-08,1.000624035195898,0.48816568047337283
4932.YJR142W,19,3,8.829586630267929e-08,1.0000617232796527,0.6666666666666667
4932.YKL005C,3,4,1.2497588252908393e-09,1.000126399514174,0.2777777777777778
4932.YAL016C-B,9,7,2.688821387764051e-17,1.0001546917001138,0.0
4932.YPL200W,10,3,4.65404853327786e-08,1.000116889381519,0.6666666666666667
4932.YOR298W,17,4,3.5031769054626877e-10,1.0000361431160827,0.5
4932.YHR139C,7,3,1.284104960763222e-07,1.000108288908524,0.72
4932.YBR250W,15,4,8.425005991788935e-10,1.0000732095734868,0.0
4932.YPR010C-A,6,3,5.686088042171616e-07,1.0003532510463764,0.2145328719723183
4932.YKL165C-A,9,7,2.7538735181131813e-17,1.000154691700114,0.0
4932.YOR190W,15,4,2.141568878233791e-09,1.0001320241707141,0.2777777777777778
4932.YLR414C,7,3,1.1195922003120367e-07,1.0001016412238897,0.48
4932.YPR006C,4,2,2.6921686658962338e-05,1.0002426311421921,0.18000000000000005
4932.YJR085C,12,3,4.273746830431649e-08,1.0000929981340059,0.56
4932.YMR305C,15,4,5.142059176458519e-10,1.000195313518206,0.18000000000000005
4932.YBR191W-A,9,7,4.629543276513104e-17,1.0001565183079069,0.0
4932.YMR304C-A,9,5,8.080042169199275e-13,1.0002207691864322,0.1652892561983471
4932.YOR215C,6,4,8.199813197147174e-10,1.0000175302765828,0.0
4932.YLR163W-A,9,7,2.2442984970449942e-17,1.0001546917001134,0.0
4932.YAR073W,4,3,3.478365594316874e-07,1.0001683418606524,0.24489795918367352
4932.YLR437C,10,3,2.3231879304840388e-07,1.0001075026893134,0.0
4932.YMR173W-A,9,6,5.951134902796099e-16,1.0001817433668065,0.0
4932.YMR052C-A,9,6,8.553270938738144e-15,1.0000864830750793,0.31999999999999995
4932.YJR146W,20,6,6.87424834937278e-16,1.000051082113391,0.0
4932.YHR136C,19,4,1.1066528171850608e-09,1.0002816931859395,0.0
4932.YLR194C,15,4,3.2348386100854165e-10,1.0000997303417833,0.56
4932.YMR052W,15,5,1.6004501218226663e-11,1.0001378297844798,0.0
4932.YBL071C,9,6,1.4190580134576525e-15,1.0001535642786799,0.0
4932.YDR275W,18,5,3.904339958976655e-13,1.000025306762332,0.0
4932.YNR002C,4,3,3.841682040462403e-07,1.0001382059002975,0.6122448979591837
4932.YPR197C,9,4,7.1540755958166e-11,1.0001612865788931,0.0
4932.YOL091W,17,5,8.147010626888274e-13,1.0001209062008722,0.0
4932.YMR173W,9,7,-5.986625583286054e-16,1.0000281784534688,0.0
4932.YNL319W,9,7,-1.5178830414797062e-17,1.0001531889020663,0.0
4932.YHL024W,3,4,1.0743930766755894e-10,1.0000255235724091,0.0
4932.YHR056W-A,9,6,1.1495795634863804e-15,1.0001535642786812,0.0
4932.YLL057C,16,4,1.2811767829360582e-09,1.0001587510652468,0.375
4932.YOL154W,1,3,3.695254252266116e-07,1.0001472717491802,0.4897959183673469
4932.YGL224C,4,3,5.1353617085906755e-08,1.0002800778743715,0.0
4932.YMR151W,9,7,-9.367506770274758e-17,1.0001364205402106,0.0
4932.YOR162C,8,3,2.203262267673012e-07,1.000183147393554,0.19753086419753085
4932.YBR298C,12,4,1.7073514531427275e-10,1.000205086712321,0.31999999999999995
4932.YNL085W,12,3,3.1995973653957096e-07,1.000102164384393,0.72
4932.YBR260C,15,4,1.1681675106400835e-09,1.0002166479908698,0.33999999999999997
4932.YFR040W,15,4,1.276974370754795e-09,1.0000517372988504,0.0
4932.YDR255C,19,4,9.013691988982164e-10,1.0002366702887335,0.0
4932.YIL151C,12,5,7.240943115287626e-12,1.0000385428887717,0.5
4932.YJL128C,15,2,1.959823572295484e-05,1.000726436496669,0.06444444444444442
4932.YJL098W,15,3,4.559513316752285e-08,1.000219294616022,0.578512396694215
4932.YJL187C,10,3,1.5123826532848078e-07,1.0007744684864945,0.6228373702422145
4932.YDL194W,15,3,3.9561733411810907e-07,1.0003606456169998,0.3984375
4932.YBR214W,7,2,2.161355141975126e-05,1.0005461356182983,0.47337278106508873
4932.YPL180W,15,3,1.68785947103991e-07,1.0002631108585818,0.0
4932.YNL175C,14,3,1.3540614631728633e-07,1.000765415813891,0.482421875
4932.YDR206W,12,4,5.731309116437989e-09,1.0002704755528609,0.29166666666666663
4932.YHR135C,15,4,4.252372045091511e-09,1.0002913437055743,0.5510204081632653
4932.YBR145W,4,3,3.881886713178102e-07,1.0002549041177127,0.0
4932.YCR011C,8,3,1.34045720568657e-07,1.0001118298424925,0.6666666666666667
4932.YML131W,7,2,2.0885055640930015e-05,1.0002602737518989,0.3550295857988166
4932.YPL178W,12,3,4.758817029849264e-07,1.0009692872588971,0.36560302866414274
4932.YFR024C-A,18,4,7.574987110551927e-10,1.0001907892154636,0.0
4932.YLR226W,3,3,4.456001106880984e-08,1.000236899223274,0.42000000000000004
4932.YGR108W,10,3,2.81604528626681e-07,1.0007400619520075,0.1707988980716253
4932.YPL256C,10,4,6.3316204783510355e-09,1.0005565895144903,0.34375
4932.YLR210W,10,3,4.670932295288883e-08,1.0003421554047824,0.0
4932.YDR490C,15,3,2.397536215570072e-07,1.0002395760265892,0.39669421487603307
4932.YDR251W,4,4,9.58366658601606e-11,1.0000229469505295,0.0
4932.YJR053W,10,4,5.637488568956302e-09,1.0005010825856389,0.3856332703213611
4932.YGR161C,15,4,2.7356159572854144e-09,1.0001101830257275,0.0
4932.YDL138W,15,3,3.9595296100268344e-07,1.0003289189373175,0.33673469387755106
4932.YMR036C,10,3,5.184075094470013e-07,1.0006176974221135,0.5247999999999999
4932.YER066W,5,4,1.0664090315917591e-08,1.0000432582880172,0.0
4932.YNL183C,4,3,1.4558221021233886e-07,1.0003424112227524,0.6234567901234568
4932.YPL264C,15,4,3.8924164824476193e-10,1.0000741749615192,0.625
4932.YPL006W,15,3,4.0084370369773605e-08,1.0001340209860896,0.2777777777777778
4932.YGL198W,20,4,1.4873851460447713e-10,1.0001493918092252,0.40816326530612246
4932.YOR058C,10,3,2.554695448831216e-07,1.0005085499046646,0.0
4932.YLR192C,5,3,6.832489499320328e-07,1.0012292024515193,0.12381852551984873
4932.YNL116W,10,4,1.6159777951538223e-09,1.0001205314631403,0.2777777777777778
4932.YNL142W,4,3,4.874344716259641e-07,1.0004073101663762,0.41000000000000003
4932.YLR238W,15,4,2.1840264434209306e-09,1.0002711147324157,0.2777777777777778
4932.YBR077C,15,3,5.6903307599199225e-08,1.000273283232907,0.4027777777777778
4932.YER167W,10,3,4.6913683972765784e-08,1.0000922072668545,0.375
4932.YOR073W,15,4,4.386243498510738e-09,1.0002809310583538,0.6153846153846154
4932.YGR225W,10,4,2.9656426418124283e-09,1.000497899403146,0.4625850340136054
4932.YJL047C,10,3,5.6156475444378226e-08,1.0005372839723976,0.4652777777777778
4932.YCR075W-A,15,4,2.693525844965454e-09,1.0001344934366316,0.31999999999999995
4932.YER032W,15,5,8.248166689581171e-13,1.0000164728293917,0.0
4932.YGR163W,15,3,2.2490855659888223e-07,1.0006130592593374,0.4608
4932.YDL159W,15,3,8.144367817273528e-07,1.0007341089065749,0.06243496357960454
4932.YOR047C,15,4,5.793977458944978e-09,1.0002501188212225,0.0
4932.YLL019C,15,4,1.3688361500058602e-09,1.0000770340128164,0.625
4932.YMR199W,10,3,4.498931602568224e-08,1.0002476570988443,0.1652892561983471
4932.YPL140C,15,3,6.323962957961499e-07,1.0003407554477017,0.0
4932.YJR096W,7,2,6.744495190439613e-05,1.0005962817306735,0.07133058984910834
4932.YHR115C,10,4,2.837282760787766e-09,1.00022196692813,0.44628099173553715
4932.YDL225W,15,4,1.7152499578012084e-09,1.000362274863268,0.328125
4932.YKR096W,12,4,1.7445095427904775e-10,1.0000531229411458,0.0
4932.YCR105W,4,3,6.479024340085926e-07,1.0003845467336199,0.6419753086419753
4932.YFR008W,15,5,1.604272571449454e-11,1.0001364296482873,0.0
4932.YGR003W,10,3,9.50232352007422e-08,1.0004783577581056,0.5700000000000001
4932.YER027C,15,3,1.8446611427691984e-07,1.0004140041742349,0.2901234567901234
4932.YGL229C,15,4,1.2719735291086276e-09,1.0000907610658423,0.375
4932.YLR191W,2,3,1.0548605468118765e-06,1.0009085482092113,0.11245674740484424
4932.YGR110W,2,4,1.8675982960646154e-09,1.0001507217437253,0.24489795918367352
4932.YPR066W,10,3,6.593924859436698e-08,1.0003278605537347,0.5562130177514792
4932.YOL113W,15,3,4.903992683828046e-07,1.000253011496982,0.0
4932.YOR094W,18,2,2.5445724974150317e-05,1.0007272994777832,0.3673094582185491
4932.YKR021W,15,4,7.090275398052848e-10,1.0001756815154639,0.375
4932.YGL056C,15,4,2.911084563076566e-09,1.0001886407921041,0.0
4932.YDR497C,2,3,4.512989766093656e-08,1.0002138598980077,0.31999999999999995
4932.YAL044W-A,1,3,9.354133787267335e-07,1.0003217051158053,0.272189349112426
4932.YGR031W,6,4,6.339795364032619e-10,1.0000373776103977,0.0
4932.YJL013C,10,3,5.736951489517303e-08,1.000699241671636,0.18106139438085322
4932.YPL032C,4,4,9.39132773283835e-11,1.0000220352429607,0.0
4932.YHR132W-A,15,4,1.8555492427811812e-09,1.0000972319275352,0.0
4932.YHL003C,15,2,2.2571714063033405e-05,1.0003743573839388,0.12444444444444447
4932.YGR109C,10,3,4.9662610185306484e-08,1.0002323600005487,0.0
4932.YJR132W,12,3,3.1900556554545576e-07,1.0002549805422039,0.5289256198347108
4932.YGR057C,15,3,4.270287005595083e-08,1.0003377574836618,0.5244444444444445
4932.YHR102W,15,4,1.4185222240543569e-09,1.0001643198459207,0.21875
